date,ndvi
24-02-2003,0.458115629
01-03-2003,0.436623424
06-03-2003,0.415368117
11-03-2003,0.394349709
16-03-2003,0.3735682
21-03-2003,0.349114792
26-03-2003,0.326076606
31-03-2003,0.305684337
05-04-2003,0.288970542
10-04-2003,0.276654643
15-04-2003,0.26894067
20-04-2003,0.265505566
25-04-2003,0.265137499
30-04-2003,0.265513702
05-05-2003,0.265766195
10-05-2003,0.267533455
15-05-2003,0.27203457
20-05-2003,0.280150421
25-05-2003,0.292648842
30-05-2003,0.310069747
04-06-2003,0.332617944
09-06-2003,0.360063597
14-06-2003,0.391692494
19-06-2003,0.426510565
24-06-2003,0.463450249
29-06-2003,0.501567534
04-07-2003,0.540011075
09-07-2003,0.577930754
14-07-2003,0.614350858
19-07-2003,0.648122071
24-07-2003,0.678415296
29-07-2003,0.704733513
03-08-2003,0.726894061
08-08-2003,0.744997404
13-08-2003,0.759382365
18-08-2003,0.770567842
23-08-2003,0.779180997
28-08-2003,0.785871922
02-09-2003,0.791214781
07-09-2003,0.795595431
12-09-2003,0.799085514
17-09-2003,0.801677269
22-09-2003,0.803556179
27-09-2003,0.80472075
02-10-2003,0.805043526
07-10-2003,0.80433286
12-10-2003,0.802388071
17-10-2003,0.799089134
22-10-2003,0.794511713
27-10-2003,0.788646206
01-11-2003,0.781456139
06-11-2003,0.772965868
11-11-2003,0.763347836
16-11-2003,0.753071358
21-11-2003,0.742673895
26-11-2003,0.732579978
01-12-2003,0.723142785
06-12-2003,0.714423817
11-12-2003,0.706486803
16-12-2003,0.699635669
21-12-2003,0.694294069
26-12-2003,0.689676758
31-12-2003,0.68317309
05-01-2004,0.671611149
10-01-2004,0.655080366
15-01-2004,0.637905206
20-01-2004,0.622889523
25-01-2004,0.611057658
30-01-2004,0.598090331
04-02-2004,0.583846794
09-02-2004,0.570284203
13-02-2004,0.531950626
18-02-2004,0.511379993
23-02-2004,0.490656154
28-02-2004,0.469779108
05-03-2004,0.448748855
10-03-2004,0.431916249
15-03-2004,0.417077741
20-03-2004,0.395634737
25-03-2004,0.364936462
30-03-2004,0.3292324
04-04-2004,0.297050679
09-04-2004,0.274775764
14-04-2004,0.264955263
19-04-2004,0.26768022
24-04-2004,0.277078489
29-04-2004,0.290174767
04-05-2004,0.304688919
09-05-2004,0.31841615
14-05-2004,0.328954961
19-05-2004,0.328006388
24-05-2004,0.319374628
29-05-2004,0.310366044
03-06-2004,0.306743791
08-06-2004,0.310149545
13-06-2004,0.320311671
18-06-2004,0.336443393
23-06-2004,0.35811002
28-06-2004,0.385204571
03-07-2004,0.415585868
08-07-2004,0.446662052
13-07-2004,0.479331291
18-07-2004,0.514009185
23-07-2004,0.550810626
28-07-2004,0.589364367
02-08-2004,0.629449971
07-08-2004,0.67092034
12-08-2004,0.706805187
17-08-2004,0.734177428
22-08-2004,0.751439968
27-08-2004,0.758014952
01-09-2004,0.755216111
06-09-2004,0.74456403
11-09-2004,0.731640123
16-09-2004,0.72179929
21-09-2004,0.716380687
26-09-2004,0.714462322
01-10-2004,0.714654628
06-10-2004,0.721730583
11-10-2004,0.730973969
16-10-2004,0.73703278
21-10-2004,0.740482345
26-10-2004,0.742196534
31-10-2004,0.742034392
05-11-2004,0.739939546
10-11-2004,0.738381054
15-11-2004,0.736657949
20-11-2004,0.731134154
25-11-2004,0.719732935
30-11-2004,0.704335744
05-12-2004,0.69190322
10-12-2004,0.680533015
15-12-2004,0.666434941
20-12-2004,0.653098006
25-12-2004,0.640217849
30-12-2004,0.626791612
04-01-2005,0.61312013
09-01-2005,0.599913639
14-01-2005,0.587124897
19-01-2005,0.571809442
24-01-2005,0.554727913
29-01-2005,0.538957614
03-02-2005,0.517834627
08-02-2005,0.48945722
13-02-2005,0.455705363
16-02-2005,0.419181935
21-02-2005,0.410791569
26-02-2005,0.400842898
03-03-2005,0.38933592
08-03-2005,0.379514542
13-03-2005,0.358911319
18-03-2005,0.331028572
23-03-2005,0.309937145
28-03-2005,0.297902718
02-04-2005,0.291234653
07-04-2005,0.286413008
12-04-2005,0.283137696
17-04-2005,0.279525036
22-04-2005,0.279884417
27-04-2005,0.286258998
02-05-2005,0.298618004
07-05-2005,0.311749612
12-05-2005,0.322050436
17-05-2005,0.329678868
22-05-2005,0.336387598
27-05-2005,0.34408618
01-06-2005,0.349354481
06-06-2005,0.352615118
11-06-2005,0.35687246
16-06-2005,0.36276621
21-06-2005,0.37118674
26-06-2005,0.382392704
01-07-2005,0.395845312
06-07-2005,0.411228421
11-07-2005,0.42839568
16-07-2005,0.447243269
21-07-2005,0.467667367
26-07-2005,0.489564157
31-07-2005,0.512829819
05-08-2005,0.537360533
10-08-2005,0.56305248
15-08-2005,0.589682336
20-08-2005,0.61573638
25-08-2005,0.648383115
30-08-2005,0.686012154
04-09-2005,0.717928297
09-09-2005,0.742957945
14-09-2005,0.760525389
19-09-2005,0.77060802
24-09-2005,0.773724437
29-09-2005,0.771543681
04-10-2005,0.7650894
09-10-2005,0.754675964
14-10-2005,0.741525033
19-10-2005,0.728938806
24-10-2005,0.724337614
29-10-2005,0.722422619
03-11-2005,0.716635401
08-11-2005,0.710021912
13-11-2005,0.701147592
18-11-2005,0.689924974
23-11-2005,0.677832983
28-11-2005,0.666941608
03-12-2005,0.657031119
08-12-2005,0.646090553
13-12-2005,0.632656576
18-12-2005,0.616918672
23-12-2005,0.600060345
28-12-2005,0.583634179
02-01-2006,0.567797529
07-01-2006,0.551531347
12-01-2006,0.535016665
17-01-2006,0.520496761
22-01-2006,0.507621229
27-01-2006,0.494899561
01-02-2006,0.48526093
06-02-2006,0.476812129
11-02-2006,0.46072763
16-02-2006,0.438572283
21-02-2006,0.413413298
26-02-2006,0.387468617
02-03-2006,0.361956795
07-03-2006,0.338027109
12-03-2006,0.316498344
17-03-2006,0.299500002
22-03-2006,0.291448516
27-03-2006,0.289099167
01-04-2006,0.291873324
06-04-2006,0.295128519
11-04-2006,0.293885309
