date,NDVI
2001-01-01,0.5919870855699401
2001-01-17,0.5839615408904326
2001-02-02,0.5815302369668247
2001-02-18,0.4151689415481833
2001-03-06,0.3812739652448658
2001-03-22,0.34725579778830973
2001-04-07,0.3049518167456556
2001-04-23,0.39413390205371257
2001-05-09,0.44637737756714063
2001-05-25,0.42508739336492896
2001-07-12,0.4480118483412323
2001-07-28,0.48078022727272735
2001-08-29,0.4707368088467615
2001-09-14,0.47702334328358215
2001-10-16,0.6277088783570302
2001-11-01,0.6996452794442691
2001-11-17,0.6410361904761903
2001-12-03,0.6935010446343781
2001-12-19,0.6657664767331435
2002-01-01,0.6687127881275655
2002-01-17,0.6821092516577203
2002-02-02,0.6133241074249607
2002-02-18,0.5749639810426541
2002-03-06,0.5211498262243287
2002-03-22,0.3921493838862559
2002-04-07,0.33285285939968406
2002-04-23,0.30133314375987363
2002-05-09,0.3052920695102686
2002-05-25,0.37722663507109017
2002-06-26,0.5255666666666667
2002-07-12,0.47773943127962076
2002-08-13,0.5245914335664337
2002-08-29,0.6148061927330175
2002-09-14,0.5827508372827805
2002-09-30,0.603509636650869
2002-11-01,0.6981417745500473
2002-11-17,0.6984417113988001
2002-12-03,0.6483359241706163
2002-12-19,0.6673181386514722
2003-01-01,0.638633206951027
2003-01-17,0.6042035680454688
2003-02-02,0.518661579778831
2003-02-18,0.49282496050552915
2003-03-06,0.4076686571879937
2003-03-22,0.369564233807267
2003-04-07,0.30273184834123235
2003-04-23,0.29397241706161137
2003-05-09,0.2926637598736178
2003-05-25,0.2771523854660348
2003-06-10,0.3049262686567164
2003-06-26,0.4486186363636366
2003-07-28,0.6215448025276463
2003-08-13,0.6721
2003-08-29,0.6576492259083729
2003-09-14,0.6564046129541865
2003-09-30,0.7863094154818329
2003-10-16,0.7342254976303317
2003-11-01,0.830561946902655
2003-11-17,0.7722707293969057
2003-12-03,0.6679839506172841
2003-12-19,0.6384061583577713
2004-01-01,0.6131736975055257
2004-01-17,0.566418282286075
2004-02-02,0.4660900789889416
2004-02-18,0.430379020537125
2004-03-05,0.35511371248025286
2004-03-21,0.3189988625592417
2004-04-06,0.35967001579778846
2004-04-22,0.3802782938388627
2004-05-08,0.5382724170616114
2004-05-24,0.49304689725330614
2004-06-09,0.4697027804107426
2004-06-25,0.5183444233807267
2004-07-11,0.6009126698262245
2004-07-27,0.6331815481832543
2004-08-12,0.5205126382306478
2004-08-28,0.5853810801744381
2004-09-13,0.4719563277249451
2004-09-29,0.6578633175355451
2004-11-16,0.6929680313886045
2004-12-02,0.6831028490028492
2004-12-18,0.6675194048749605
2005-01-01,0.5596581622987054
2005-01-17,0.5478621408272815
2005-02-02,0.5220381042654029
2005-02-18,0.45801715639810425
2005-03-06,0.3922579146919432
2005-03-22,0.3214752606635072
2005-04-07,0.30399314375987363
2005-04-23,0.32010969984202214
2005-05-09,0.32202884676145344
2005-05-25,0.3158365244865719
2005-06-10,0.2969793680884677
2005-07-12,0.5283433186490455
2005-07-28,0.5220861927330175
2005-08-13,0.5638690995260665
2005-08-29,0.6032288467614535
2005-09-14,0.5874014849921011
2005-09-30,0.7408040408958131
2005-11-01,0.7322280391537733
2005-11-17,0.7051896747710765
2005-12-03,0.6732214941437163
2005-12-19,0.6784134536245648
2006-01-01,0.7112190491283676
2006-01-17,0.6366088411746131
2006-02-02,0.5744398104265404
2006-02-18,0.48487526066350733
2006-03-06,0.4082683412322275
2006-03-22,0.3495327330173776
2006-04-07,0.3121133965244866
2006-04-23,0.3090332385466036
2006-05-09,0.33865289099526075
2006-05-25,0.426870458135861
2006-06-10,0.4838803159557663
2006-06-26,0.43779279620853084
2006-07-12,0.3294181818181819
2006-07-28,0.46179805258033113
2006-08-13,0.4880662614980289
2006-08-29,0.5877973715651135
2006-09-14,0.5367084360189575
2006-09-30,0.5417780410742496
2006-10-16,0.6024568134171908
2006-11-17,0.6826480580991475
2006-12-03,0.6794238366571702
2006-12-19,0.6819373535929093
2007-01-01,0.6987622355541522
2007-01-17,0.6222972844963689
2007-02-02,0.5859889099526067
2007-02-18,0.5390701421800949
2007-03-06,0.40550372827804115
2007-03-22,0.3325234123222749
2007-04-07,0.32028789889415493
2007-04-23,0.3290281832543445
2007-05-09,0.37255295418641393
2007-05-25,0.3422464139020538
2007-06-10,0.30071944444444443
2007-06-26,0.4487496880733945
2007-07-12,0.5251
2007-07-28,0.6393653232242619
2007-08-13,0.6300617471080976
2007-08-29,0.7275143127962088
2007-09-14,0.743943570300158
2007-09-30,0.6951827804107426
2007-10-16,0.6631229067930491
2007-11-01,0.7730975686769815
2007-11-17,0.7526936217240293
2007-12-03,0.7432441542288556
2007-12-19,0.7200302943969611
2008-01-01,0.6391806441427218
2008-01-17,0.6624458162298706
2008-02-02,0.6256987677725119
2008-02-18,0.5239079620853082
2008-03-05,0.4410534281200633
2008-03-21,0.42761304897314384
2008-04-06,0.43687159557661936
2008-04-22,0.3653363349131123
2008-05-08,0.31573797788309643
2008-05-24,0.38126663507109015
2008-06-09,0.3419647709320696
2008-07-11,0.41683577529566374
2008-08-12,0.5999355818414323
2008-08-28,0.6598254364089775
2008-09-13,0.6638921642969985
2008-09-29,0.6266111532385468
2008-10-15,0.6753224012638231
2008-10-31,0.6685767919166403
2008-11-16,0.7985
2008-12-02,0.7011455207344099
2008-12-18,0.6776655587211142
2009-01-01,0.6499437638143354
2009-01-17,0.5966984527944427
2009-02-02,0.5465620537124803
2009-02-18,0.44354025276461295
2009-03-06,0.39023368088467614
2009-03-22,0.36570919431279636
2009-04-07,0.32342233807266985
2009-04-23,0.3134596524486573
2009-05-09,0.30416300157977894
2009-05-25,0.3657639810426542
2009-06-10,0.45092041074249606
2009-06-26,0.4848281516587679
2009-07-28,0.5244677725118484
2009-08-29,0.6198794944707743
2009-09-14,0.6938886571879939
2009-09-30,0.5981892890995264
2009-10-16,0.5423935860979463
2009-11-17,0.744177191679049
2009-12-03,0.3220559090909091
2009-12-19,0.7066666666666667
2010-01-01,0.6970501420903064
2010-01-17,0.6216224502683927
2010-02-02,0.605294533965245
2010-02-18,0.5763248025276462
2010-03-06,0.45212622432859406
2010-03-22,0.3340644233807267
2010-04-07,0.3341241390205371
2010-04-23,0.3584635071090048
2010-05-09,0.423537187993681
2010-05-25,0.4477797788309637
2010-06-10,0.600277187993681
2010-06-26,0.6430176211453745
2010-07-12,0.6663045181674565
2010-07-28,0.6509034349807221
2010-08-13,0.7052301421800948
2010-08-29,0.5740043181818182
2010-09-14,0.7141361137440762
2010-09-30,0.7023858135860981
2010-11-01,0.7411889801073573
2010-11-17,0.7380460354118554
2010-12-03,0.7720967967145792
2010-12-19,0.7384200063311176
2011-01-01,0.7122123460688349
2011-01-17,0.6726186611935586
2011-02-02,0.6359463823064772
2011-02-18,0.5198368088467615
2011-03-06,0.3906062243285941
2011-03-22,0.36620069510268566
2011-04-07,0.3403809162717219
2011-04-23,0.321409541864139
2011-05-09,0.344512290679305
2011-05-25,0.33351614533965246
2011-06-10,0.46732249605055304
2011-06-26,0.5086101737756715
2011-08-29,0.5930500789889417
2011-09-14,0.5977721327014218
2011-09-30,0.7579271721958926
2011-10-16,0.7775171563981045
2011-11-01,0.739361098831702
2011-11-17,0.7052116337522442
2011-12-03,0.7397570750237419
2011-12-19,0.7024434947768284
2012-01-01,0.6927131038838016
2012-01-17,0.6582135143669087
2012-02-02,0.5901420537124802
2012-02-18,0.48545020537124817
2012-03-05,0.4327588625592417
2012-03-21,0.36544350710900486
2012-04-06,0.36679276461295424
2012-04-22,0.2899586413902054
2012-05-08,0.312772954186414
2012-05-24,0.321636018957346
2012-06-09,0.3294250868878358
2012-06-25,0.49241146919431283
2012-07-11,0.5951239669421488
2012-07-27,0.6055795260663508
2012-08-12,0.6587907109004739
2012-09-13,0.7353021800947868
2012-09-29,0.707334439178515
2012-10-15,0.7110538423401093
2012-10-31,0.7305509314808968
2012-11-16,0.7515432586043574
2012-12-02,0.710494618550174
2012-12-18,0.6743937321937323
2013-01-01,0.6990736975055257
2013-01-17,0.5933317019261131
2013-02-02,0.6295532069510271
2013-02-18,0.581288720379147
2013-03-06,0.5687694786729858
2013-03-22,0.5173150710900475
2013-04-07,0.4403379778830964
2013-04-23,0.40878458135861
2013-05-09,0.38770691943127966
2013-05-25,0.34680101729399804
2013-06-10,0.37816559241706166
2013-07-28,0.6229380376344086
2013-08-13,0.5853
2013-08-29,0.7366384412848868
2013-09-14,0.6823029449423816
2013-09-30,0.6892944391785151
2013-10-16,0.6710592741935484
